alpha0,theta0,theta1
2.1556200135091714,-0.6159899130540204,0.1368102283454266
2.215740739165577,-0.6315696474350799,0.1201774594481883
1.4488476185799364,-0.6495269184296689,0.1315392264759012
1.1644119737965348,-0.6778672188338797,0.1161061266290975
1.0537475752027827,-0.6661564127133994,0.1130160897309776
0.9750911244271055,-0.6661564127133994,0.1130160897309776
1.2907617069884771,-0.6449378029960983,0.1330759598917132
0.8813244585112335,-0.645980096875571,0.0998286519355455
0.7945769446363744,-0.630034193458982,0.1174117305925076
0.5956585258664657,-0.6226669425411571,0.1039355843477551
0.5356309448483466,-0.6226669425411571,0.1039355843477551
0.5062740958614905,-0.6114314675846995,0.1153610597722942
0.5331764257240468,-0.6114314675846995,0.1153610597722942
0.7021693598741222,-0.6153224897739008,0.1223432937975528
0.9796091230904748,-0.6166993912619434,0.1221599987747492
0.7248069384479321,-0.6236973600703607,0.1212328935705641
1.1731389280769795,-0.6757126739420104,0.1090982031472777
1.3663629207120027,-0.6757126739420104,0.1090982031472777
1.1158543362076216,-0.6757126739420104,0.1090982031472777
1.390811277840141,-0.6757126739420104,0.1090982031472777
1.2773741925589366,-0.6674970245088291,0.1164719542070801
1.139795817732638,-0.6674970245088291,0.1164719542070801
1.3208176749310645,-0.6674970245088291,0.1164719542070801
1.1982361521723144,-0.6777175519495625,0.1050592377963123
1.4079795941160451,-0.688218692216419,0.1038074964233489
1.196569237201893,-0.688218692216419,0.1038074964233489
1.197129181681714,-0.688218692216419,0.1038074964233489
1.5980495015584315,-0.688218692216419,0.1038074964233489
1.828474136087856,-0.6919857457723435,0.0972754708931535
0.9145876313970228,-0.6704265269410946,0.1059471649555097
1.347506431122496,-0.6521100559265478,0.0963217200984223
1.2466921913669875,-0.6047472038108261,0.1388998427765892
1.4401421760971145,-0.6101367101030394,0.1308312725020304
1.1207205908392734,-0.6101367101030394,0.1308312725020304
1.167774366847182,-0.647969895313537,0.1221891982699636
1.8518860145268965,-0.647969895313537,0.1221891982699636
1.5896147840003902,-0.6498546718816386,0.1210251146323057
1.6512410988744342,-0.6375624023995283,0.1254680960787199
1.1157957220752603,-0.6515596230316125,0.1239363458859301
0.7087133201534073,-0.6181374216144837,0.1252798809182279
0.7420123277917595,-0.6239477455748608,0.1281398819337294
0.943780823959864,-0.6186000470866059,0.10999313590864
0.946600377858719,-0.6186000470866059,0.10999313590864
0.758218304769585,-0.6186000470866059,0.10999313590864
0.6750043433665587,-0.574392700689187,0.1129043352812955
0.5421397910085247,-0.574392700689187,0.1129043352812955
0.6851387606750755,-0.574392700689187,0.1129043352812955
0.8761646676369721,-0.5848684895795927,0.1201247828894908
0.9603625571113216,-0.5848684895795927,0.1201247828894908
1.017869584423577,-0.6016832571916951,0.1040635963946242
0.8372593640259479,-0.6016832571916951,0.1040635963946242
0.5412704354570153,-0.5939960272795831,0.1058091301374474
0.3921182656735182,-0.576938135305627,0.1118300146442563
0.6431039153913102,-0.576938135305627,0.1118300146442563
0.527005046035335,-0.5828508832146282,0.1090556523962202
0.5967067938605625,-0.5789737697474397,0.1376519047929356
0.7233635110418241,-0.6114029243875945,0.1359899898786836
0.9604481360895316,-0.5984659042634893,0.1385757557540189
1.1321253869085346,-0.5984659042634893,0.1385757557540189
0.9569629788816408,-0.611999195915698,0.1307401687253877
0.7888739702905252,-0.596529641906501,0.1374158003698507
1.1010707121626888,-0.6185338612986497,0.1348843607403774
0.7633737253465749,-0.6173247997412231,0.1336481970107028
0.876850295446894,-0.61873684188529,0.1288519953512145
