alpha0,theta0,theta1
-1.2439762421941705,-0.040362111389411,0.2322986778474814
-1.3264493803889918,-0.0446109442034287,0.2260092994338322
-1.2520343087655694,-0.0399576200017066,0.2109958880528781
-1.4390764016454214,-0.0362984131123417,0.2157329322082729
-1.305254159597811,-0.0362984131123417,0.2157329322082729
-1.1384802810941468,-0.0470270208535181,0.2087059742434193
-1.222630180855946,-0.0611358803107164,0.1979847749587013
-1.130416327672432,-0.0685535751702961,0.1974515139316505
-1.3091270752253894,-0.0642922962280238,0.2001050653294364
-1.1779569834696086,-0.0642922962280238,0.2001050653294364
-1.2466244841804257,-0.0653313168433489,0.202983570890079
-1.1875945806540251,-0.0640115419540983,0.1932561214840487
-1.3828564288923877,-0.0754764925723303,0.1870037039420708
-1.2170874259153828,-0.0664361918100719,0.1777307693484318
-1.4569175934336782,-0.0664361918100719,0.1777307693484318
-1.3628761972550971,-0.0636789172154369,0.1815515028130521
-1.2586737722625536,-0.063239778070195,0.1826012952182185
-1.0328973673091797,-0.0711306838190721,0.1754975951876211
-1.0845972885337227,-0.0935254918674526,0.1623386362439174
-1.4991775342108713,-0.0935254918674526,0.1623386362439174
-1.3519076248934552,-0.0914601261390935,0.1658232781881474
-1.2479181469549443,-0.0739358099435514,0.184210561471155
-1.1577689044567825,-0.0719937169401269,0.1863891199116341
-1.1928298236443984,-0.0931702107162981,0.1922640056271106
-1.2166430150280758,-0.0892966211327766,0.1935480661050534
-1.2413666967667432,-0.0892966211327766,0.1935480661050534
-1.3107548373355649,-0.0892966211327766,0.1935480661050534
-1.140308391454473,-0.0846268430538523,0.191775317686028
-1.26595854229831,-0.0697139192148364,0.2167542370401662
-1.005153051126097,-0.07009039418931,0.2186151176826512
-1.1864589872969546,-0.07009039418931,0.2186151176826512
-0.9687857600413848,-0.0643305377189971,0.2158069955708162
-0.997293002993514,-0.0643305377189971,0.2158069955708162
-1.2421300400398856,-0.0464969704626476,0.2257217964980427
-1.214213589504392,-0.0464969704626476,0.2257217964980427
-1.2561519407900017,-0.0477892931421396,0.2333927770758369
-1.1119006286051027,-0.0582330017427553,0.224428254910707
-1.3478748277694923,-0.0502373178002049,0.2131801774487685
-1.3769772875087511,-0.0340455052654746,0.2175025457104937
-1.254204064162385,-0.0340455052654746,0.2175025457104937
-1.3645226149020009,-0.0399286943323026,0.2035206252610522
-1.466064217781379,-0.0399286943323026,0.2035206252610522
-1.377295362101607,-0.0449199810668047,0.2018226611746048
-1.2028623696578629,-0.0470341325121026,0.2014824494709874
-1.437084140562617,-0.0388055818291236,0.2032832481974308
-1.3314639972021485,-0.043245934830898,0.2012737805768851
-1.297834317532604,-0.0424409721930632,0.1986438568656645
-1.27330789377679,-0.0524061086915886,0.2004393927144844
-1.2842096965994296,-0.0553269233735271,0.201934658797997
-1.419985467884189,-0.0553269233735271,0.201934658797997
-1.233597807006505,-0.0513222298882183,0.2256765205885668
-1.2686368263142034,-0.0508202684095751,0.2254051592677033
-1.2587252990641091,-0.0429663192662781,0.2240036904537657
-1.2646626265640957,-0.0429663192662781,0.2240036904537657
-1.2680449290210687,-0.0407386143829317,0.2207860790361721
-1.3178807471845857,-0.0407386143829317,0.2207860790361721
-1.2605206948854522,-0.0486101131209514,0.2137986777009811
-1.3697409748594298,-0.0436871086307305,0.2127224998351822
-1.334999793433724,-0.0502171694495293,0.2153571708089589
-1.3866433868990542,-0.0502171694495293,0.2153571708089589
-1.128874216505863,-0.0525757197667174,0.2188025513978797
-1.1659069764283334,-0.0496400350000213,0.2215335001551761
-1.3082035860577508,-0.0424120895367604,0.2211328710105399
-1.3141301084198656,-0.0424120895367604,0.2211328710105399
-1.2120437731381033,-0.0424120895367604,0.2211328710105399
-1.2765524244128446,-0.055124653771702,0.213613543330028
-1.122751043874472,-0.06428412755488,0.2074211166915173
-1.0241262741412358,-0.06428412755488,0.2074211166915173
