alpha0,theta0,theta1
1.6996563560388376,-0.7725389809996696,0.1000008492608235
1.61244294572182,-0.7743297426258887,0.1238923765067484
1.267752144587914,-0.7470954104203761,0.1296283510921536
1.166651358793822,-0.7470954104203761,0.1296283510921536
0.9322616371831772,-0.7470954104203761,0.1296283510921536
1.4344193765016415,-0.7294096943947156,0.131068158733715
1.539569997127644,-0.7218402520674005,0.148130068899397
1.5159446399466088,-0.7218402520674005,0.148130068899397
1.5274676114144574,-0.7218402520674005,0.148130068899397
1.571127817957797,-0.7218402520674005,0.148130068899397
1.863247020802729,-0.7218402520674005,0.148130068899397
1.6137287313880202,-0.7308587630330787,0.1574932064750613
1.76950657280441,-0.7263364933969082,0.1660037248456573
1.5003678821151354,-0.7263364933969082,0.1660037248456573
1.7723620286861204,-0.7246986557783507,0.1723609193404972
1.5858067152898538,-0.7246986557783507,0.1723609193404972
1.6461572082373896,-0.7246986557783507,0.1723609193404972
1.4326520622926404,-0.7027302109569948,0.148680964385363
2.3295245892813683,-0.664372411381424,0.1591298470210443
1.320986019901747,-0.664372411381424,0.1591298470210443
1.8465193944454856,-0.6772718345284869,0.1331197671467892
2.6244219609110395,-0.7686413699401206,0.1669144673117421
2.110041764340327,-0.8035751858295095,0.1500216833084489
2.046725467612036,-0.8035751858295095,0.1500216833084489
2.308601526502763,-0.7834001153483255,0.1625365908445659
2.691534083012665,-0.8000005704234558,0.113087840825547
2.4406980451434603,-0.8256899204563148,0.1132595135152972
2.2286647930273618,-0.8256899204563148,0.1132595135152972
2.0908972116078526,-0.780022731070557,0.118600224849535
1.4330093502145833,-0.780022731070557,0.118600224849535
1.4848091312609404,-0.749435918313719,0.1449130583445279
1.9848955428542567,-0.7206075498860938,0.1510983879430539
1.603828350647657,-0.7114303526722566,0.1466068779175567
1.5505873265759262,-0.755174267530234,0.109244197859833
1.8224477575521696,-0.8034897923281836,0.112656578374687
1.8263238564740707,-0.8034897923281836,0.112656578374687
2.0728462840239894,-0.8034897923281836,0.112656578374687
2.2616127891291047,-0.7956441924370863,0.1072722657666529
2.8273205479667647,-0.7956441924370863,0.1072722657666529
1.215684253239523,-0.8366597164504858,0.0966330152054493
1.1481450672336966,-0.8156340061216664,0.0865813633101286
0.7230830948528417,-0.8156340061216664,0.0865813633101286
1.6312920876911106,-0.7802967884581091,0.1215951709725823
2.0707896423229477,-0.7999773490293014,0.14109615888173
1.9330810929947972,-0.7803118525552409,0.1410327457053889
1.627275447126985,-0.7803118525552409,0.1410327457053889
1.8368395731146852,-0.7803118525552409,0.1410327457053889
1.3052208196963384,-0.758289398310067,0.1444295580306047
1.4327324637202192,-0.761676811984837,0.1247152310714977
3.009780797726092,-0.7676079575218511,0.1715054337049718
2.7916929252220144,-0.7740160339354896,0.1458418617294144
3.240379345936083,-0.7434045935904796,0.14806248335847
3.3569552208771523,-0.7536339213379735,0.1674564678976786
4.687409949947396,-0.7789745727840574,0.1380962323165586
