Parameter,count,mean,std,min,2.5%,25%,50%,75%,97.5%,max,r_hat
alpha0,59733.0,0.07354819444108163,0.5740236000061725,-1.894742967748045,-1.0341887590165828,-0.3173104053459114,0.0680474736094735,0.4563566348178286,1.2226858279024897,2.5107326346408523,1.0053663491103169
alpha1,59733.0,0.8851106157218185,0.2931010144750191,-0.4052650865290905,0.34753240340125935,0.68236580439774,0.8710904502474345,1.0729566438569835,1.4944209991877004,2.4453157962386145,1.0010002093059702
alpha2,59733.0,-0.07073797329450122,0.3036731329953081,-1.3611184926365896,-0.6727131531485804,-0.2717882917682199,-0.068249438645577,0.1329236549841455,0.5245919579187479,1.359191394828549,1.0000623445648833
alpha3,59733.0,-0.13103165047411958,0.33251993700076954,-1.5943090161512965,-0.7591786549877804,-0.3571049945302315,-0.14149319679489,0.0863227469012611,0.5467539596501148,1.5154373818735567,1.0006094637461755
alpha4,59733.0,0.2990667968276077,0.25100725434137744,-0.952523953420652,-0.21010056848383854,0.1373353498453922,0.3035644829879567,0.4663705742645289,0.778627213930803,1.4245506642107333,1.0004106008277767
alpha5,59733.0,-0.08140209112240825,0.23172649226487918,-1.2538329697718682,-0.5439013737896431,-0.2317619091359607,-0.0798808973778236,0.0716944303141348,0.37126598608563954,0.9962774291053462,1.0000274929715318
alpha6,59733.0,0.4981791208452346,0.3088061784157605,-0.7033161510686555,-0.07723255412668678,0.2872930652396933,0.4844315692597351,0.6947541772059703,1.1467200744338815,2.0699429047584013,1.0004354985365578
theta0,59733.0,-0.4723936590969372,0.11773657557428487,-0.841131007017207,-0.691874901652284,-0.5538165564948629,-0.4769377084613144,-0.3965070311609345,-0.22342043870559947,-0.0654308145119506,1.0051040739520245
theta1,59733.0,0.15003070255251896,0.02755823067502988,0.0390110575141728,0.0969626328516588,0.1314914546128708,0.1499800628313346,0.1684693097437261,0.2047086886374423,0.2579811929691053,1.0004018488102757
