Parameter,count,mean,std,min,2.5%,25%,50%,75%,97.5%,max,r_hat
alpha0,60425.0,-1.2075560331779434,0.5214308186848553,-2.6276209814276528,-2.0961164693549903,-1.5788377844835704,-1.2557740079239113,-0.8799694837169235,-0.07554920939700155,1.3516236060434068,1.016031073981639
alpha1,60425.0,0.9370271435864197,0.23861281323747077,0.032119179838315,0.502071592323294,0.7720524897181884,0.925375950021235,1.088663430688542,1.4384132053227097,2.483423655610829,1.0014205694851546
alpha2,60425.0,0.3045657249783318,0.2577766743961809,-0.667589835280545,-0.16872775349422173,0.1304719241543358,0.2923368194901122,0.4654998187509709,0.8462960296856469,1.8051335481098385,1.000969934384389
alpha3,60425.0,-0.12246583859807308,0.2555394368424234,-1.2811267958370929,-0.6081816825424528,-0.2946072289780119,-0.128731915738518,0.0399882597983436,0.4036964864756821,1.1297134850617974,1.0003533750204507
alpha4,60425.0,0.28810150642225685,0.193377125459159,-0.5239582609109746,-0.08943635814682849,0.1602496394295056,0.2862655191920752,0.4147841457725953,0.6751946721310359,1.2168214244526117,1.0002187141914627
alpha5,60425.0,-0.5071654654076238,0.19856941002251272,-1.696918638689613,-0.9136583149855293,-0.6349622619608795,-0.5017406431261876,-0.3738182676334273,-0.13085756457700295,0.3155601062360856,1.0005658014404504
alpha6,60425.0,-0.6776624739536394,0.24141393958804036,-1.8107154336088236,-1.160755387985049,-0.8356880589133585,-0.67493471056533,-0.5160828993364229,-0.20982862405110245,0.4822336235371602,1.000316486791401
theta0,60425.0,-0.25549172934998543,0.18539550696084822,-0.820140715651125,-0.6140328051644193,-0.3794375781843449,-0.2543311838140412,-0.1358145032204357,0.11620120233440005,0.4097287094087622,1.018950778638649
theta1,60425.0,0.10911822307763727,0.029623680348672396,-0.0035959892537672,0.05037378901334742,0.0891288075171495,0.1093887357350252,0.1289396903078232,0.16649372745353366,0.2368070660247875,1.0010085977750498
