Parameter,count,mean,std,min,2.5%,25%,50%,75%,97.5%,max,r_hat
alpha0,60090.0,-1.038667214991938,0.4822255295894465,-2.537297879866952,-1.9367443952329113,-1.3724599654778835,-1.0526372433084,-0.7212487095469056,-0.06201444601767137,1.825750743199617,1.0193622949796977
alpha1,60090.0,0.9942929837632208,0.23703296486047962,0.1170629000736061,0.555595902491922,0.8314285318099514,0.9842783880875691,1.1465414314521145,1.489552270429631,2.038824596558247,1.0016490748747773
alpha2,60090.0,0.3874283224150488,0.27239005783157244,-0.7709049578428079,-0.13299388532570752,0.2050685256589589,0.3821046802261297,0.5630203632589731,0.9442985523563977,2.0102567766662744,1.0003878850892072
alpha3,60090.0,-0.5689457081698261,0.25025672697090107,-1.6012816564700232,-1.0705545353727977,-0.7340388138520426,-0.5669544417423193,-0.40209388615831476,-0.0783172884429413,0.602005300853312,1.0002668575191924
alpha4,60090.0,0.2942434756424121,0.22699444023179938,-0.9882021981686118,-0.15758855677983225,0.14795277019762648,0.2936946012996749,0.44176548605619753,0.7412453194286601,1.3523868476129894,1.0007269675761705
alpha5,60090.0,-0.48896172107055785,0.23175363029891996,-1.7373293378619432,-0.9792121164660287,-0.6359956198979887,-0.4785364775629072,-0.3296154314309231,-0.06443615029068996,0.3865092938223892,1.000979803711674
alpha6,60090.0,-0.5697251098592904,0.2537386020469466,-1.8764896138100435,-1.0801548276842232,-0.7355782697322043,-0.5661603205425909,-0.39946094363251994,-0.0827686401628925,0.5959945899083694,1.0002647425775404
theta0,60090.0,-0.3091435280458241,0.15883452753130234,-0.8752364542464405,-0.6005105772142939,-0.4170415813023075,-0.31560641523886956,-0.2094500156679329,0.016483771243833475,0.3459855114598571,1.022017889337847
theta1,60090.0,0.11872309060634499,0.028625846062260117,0.001449433785695,0.06184443074476139,0.0995867602662419,0.11872948246067615,0.1381439988375371,0.17477503231379993,0.2320913977852692,1.0005231433138413
