Parameter,count,mean,std,min,2.5%,25%,50%,75%,97.5%,max,r_hat
alpha0,59692.0,-2.0127273957956273,0.28653304083792575,-2.848297427177023,-2.513370990325825,-2.2034965063923204,-2.030618751870464,-1.8496951750927004,-1.3776087038058578,-0.3225354349013488,1.0776411838546502
alpha1,59692.0,0.36536337312193623,0.10152814199652545,-0.0268477432196369,0.17025028450634183,0.29638629155215535,0.36364367762891314,0.4332765482462221,0.5693906865479849,0.8208663219168527,1.0005290578378347
alpha2,59692.0,0.052384273967607524,0.14801323867219232,-0.662636937449506,-0.2405956506891576,-0.046343497094529576,0.05285175625536025,0.15301298682779343,0.34057910874848,0.7183683267580692,1.0002285224273786
alpha3,59692.0,-0.3906362186869092,0.1583745963039547,-1.1398844301841866,-0.7074496926547612,-0.49580501306495733,-0.3884823039134998,-0.28435771189685605,-0.08164356407162601,0.2839869199307524,1.0003519608262321
alpha4,59692.0,0.4253287248646948,0.11328894121363609,-0.0566802059113644,0.20832005494164677,0.3485914222075206,0.4235369880147874,0.5003037130122472,0.6528838890197826,1.0034599768280998,1.0014435388659237
alpha5,59692.0,-0.3293690824938067,0.10634030452685743,-0.8782119556243428,-0.546628184046729,-0.3994287068984319,-0.3264861590333703,-0.25683436953858946,-0.1287990201109748,0.147047257581652,1.0023917653526306
alpha6,59692.0,-0.5446749705037429,0.12734069560404349,-1.108973343246701,-0.8030436796455405,-0.6285222674165537,-0.5425642794651682,-0.45798907652940385,-0.3015122831829523,-0.0607140062830294,1.002095764309152
theta0,59692.0,0.13525271447423426,0.20153147101130786,-0.5425477035209356,-0.18040561226023374,0.01809863497998505,0.0998155747639814,0.21086069238371402,0.6839712216591544,1.073263507470848,1.1278863809120243
theta1,59692.0,0.1060111811790896,0.029418834526859755,0.0032071959748499,0.0467764274863488,0.08627291227111672,0.10653803064880521,0.12643263339780342,0.16247339311709488,0.2038586960301715,1.0064417753944057
