T_train,T_test,population,population_poverty,population_white,population_black,population_hispanic,population_asian,population_age,population_nohighschool,population_renter,A_prob_trivial,A_prob_GP,T_prob_GP,T_prob_trivial,A_prob_multivariate,A_prob_CIwidth_multivariate,psi_multivariate,T_prob_multivariate,A_prob_homogeneous,A_prob_CIwidth_homogeneous,psi_homogeneous,T_prob_homogeneous
0.0,0.0,640.0241374016265,17.0,555.0,3.0,52.0,15.0,42.1,44.0,126.0,0.0,1.4242777908988134e-62,1.4242777908988134e-62,0.0,0.3033181630119983,0.02512476681730275,0.22680703517520243,0.06879469326754009,0.31945545863071634,0.02548408360685619,0.2714885391723753,0.08672849579429436
0.0,0.0,401.8240938485984,32.0,335.0,3.0,34.0,19.0,42.592119643228514,21.0,104.0,0.0,2.867175218296238e-41,2.867175218296238e-41,0.0,0.3180306164666943,0.025453792035895713,0.12431579283504775,0.039536228231876094,0.28998149616706315,0.024800221730376538,0.2714885391723753,0.07872665278141572
0.0,0.0,642.0774891866605,17.0,557.0,3.0,52.0,15.0,42.101193294024256,44.0,127.0,0.0,1.153363573401201e-44,1.153363573401201e-44,0.0,0.2755482002482416,0.024419632527011726,0.22715883495814493,0.06259320814320418,0.28416600581549034,0.024650617786066503,0.2714885391723753,0.07714781380129618
0.0,0.0,846.7713920952999,37.0,726.0,4.0,74.0,20.0,42.18883121878891,53.0,175.0,0.0,1.911638317902064e-51,1.911638317902064e-51,0.0,0.25075713694662805,0.02369046284646701,0.26011112566050215,0.06522472115859211,0.2758392809939202,0.024427618280788002,0.2714885391723753,0.07488720344339773
0.0,0.0,1152.7437997460202,66.0,978.0,7.0,108.0,27.0,42.26179701429804,67.0,247.0,0.0,1.8710759319804877e-60,1.8710759319804877e-60,0.0,0.26998758791890776,0.024264570514424516,0.30214078764028474,0.08157426246691941,0.30293417922283905,0.02511577706521683,0.2714885391723753,0.0822431577825911
0.0,0.0,390.0947971013049,35.0,323.0,3.0,34.0,19.0,42.661914778353534,19.0,105.0,0.0,5.242203581734911e-32,5.242203581734911e-32,0.0,0.2984857261067439,0.025010111443171213,0.11639015453857497,0.03474079978912269,0.2772931535818134,0.02446731115359079,0.2714885391723753,0.07528191318842763
0.0,0.0,1249.5169447873284,76.0,1057.0,8.0,119.0,30.0,42.27966753157628,71.0,271.0,0.0,4.6243591935073e-34,4.6243591935073e-34,0.0,0.2366073645014481,0.02322863549652952,0.313665535420735,0.07421557567083573,0.26817340734866507,0.024212940531658157,0.2714885391723753,0.07280600660596742
0.0,0.0,1382.0421838491184,89.0,1151.0,10.0,146.0,33.0,41.8719120135723,73.0,302.0,0.0,3.874249062106868e-40,3.874249062106868e-40,0.0,0.22815059991725278,0.022935735948100236,0.33530103662647565,0.07649913265920717,0.27055247158339946,0.024280541522682192,0.2714885391723753,0.0734518952796527
0.0,0.0,1230.117225507335,75.0,967.0,12.0,179.0,31.0,40.01464446653979,51.0,265.0,0.0,2.4478622672025195e-49,2.4478622672025195e-49,0.0,0.2439718659495242,0.023473315688070973,0.3440920566382119,0.08394878111643392,0.28799894263811787,0.024749780578132066,0.2714885391723753,0.07818841222001133
0.0,0.0,371.4570176244384,34.0,307.0,3.0,32.0,19.0,42.7,18.0,102.0,0.0,2.814740987850171e-30,2.814740987850171e-30,0.0,0.3192387256930079,0.02547949362319497,0.10940203882130069,0.03492536746152901,0.29275707110758653,0.02486987433749889,0.2714885391723753,0.07948018956738187
0.0,0.0,371.4569508567919,34.0,307.0,3.0,32.0,19.0,42.7,18.0,102.0,0.0,2.5508056482797167e-24,2.5508056482797167e-24,0.0,0.3054199420769549,0.02517360638947832,0.1094020254358912,0.03341356027173144,0.2811260904044409,0.024570416843692017,0.2714885391723753,0.07632251160714278
0.0,0.0,371.4568840881708,34.0,307.0,3.0,32.0,19.0,42.7,18.0,102.0,0.0,1.8087022150059408e-22,1.8087022150059408e-22,0.0,0.28465039304923456,0.02466326971832437,0.10940201205028466,0.031141325730490624,0.26288659793814434,0.024059520289477672,0.2714885391723753,0.07137069844222238
0.0,0.0,1220.2877712461363,80.0,1022.0,8.0,123.0,31.0,42.0966085106241,65.0,271.0,0.0,1.7058819004469e-24,1.7058819004469e-24,0.0,0.23741828713280927,0.023256045261183213,0.30727766140254775,0.07295333604436822,0.27200634417129266,0.024321418521324287,0.2714885391723753,0.07384660502468259
