T_train,T_test,population,population_poverty,population_white,population_black,population_hispanic,population_asian,population_age,population_nohighschool,population_renter,A_prob_trivial,A_prob_GP,T_prob_GP,T_prob_trivial,A_prob_multivariate,A_prob_CIwidth_multivariate,psi_multivariate,T_prob_multivariate,A_prob_homogeneous,A_prob_CIwidth_homogeneous,psi_homogeneous,T_prob_homogeneous
0.0,1.0,640.0241374016265,17.0,555.0,3.0,52.0,15.0,42.1,44.0,126.0,0.0,1.4242777908988134e-62,1.4242777908988134e-62,0.0,0.29008154435014144,0.02480275194153465,0.17182939503523023,0.04984453627657011,0.27193336020421877,0.024319374336032967,0.3083284871746665,0.08384480156409042
0.0,0.0,401.8240938485984,32.0,335.0,3.0,34.0,19.0,42.592119643228514,21.0,104.0,0.0,2.867175218296238e-41,2.867175218296238e-41,0.0,0.2861541021800632,0.024702323744525218,0.1056742825639619,0.030239129450612825,0.2613193604729276,0.024013183447739544,0.3083284871746665,0.08057220308406911
0.0,0.0,642.0774891866605,17.0,557.0,3.0,52.0,15.0,42.101193294024256,44.0,127.0,0.0,1.153363573401201e-44,1.153363573401201e-44,0.0,0.2502579464137128,0.023674753236250692,0.17235978767044974,0.04313440650671033,0.2438532849657396,0.02346945081005794,0.3083284871746665,0.07518691444605934
0.0,0.0,846.7713920952999,37.0,726.0,4.0,74.0,20.0,42.18883121878891,53.0,175.0,0.0,1.911638317902064e-51,1.911638317902064e-51,0.0,0.22675986020968547,0.022886315082000196,0.2208015523629079,0.05006892914789454,0.22584979175063818,0.022853780494506565,0.3083284871746665,0.06963592461918774
0.0,0.0,1152.7437997460202,66.0,978.0,7.0,108.0,27.0,42.26179701429804,67.0,247.0,0.0,1.8710759319804877e-60,1.8710759319804877e-60,0.0,0.24365118988184392,0.02346285838687803,0.2808547163651886,0.06843058582630598,0.2559451833937928,0.023851271376675927,0.3083284871746665,0.0789151911954507
0.0,0.0,390.0947971013049,35.0,323.0,3.0,34.0,19.0,42.661914778353534,19.0,105.0,0.0,5.242203581734911e-32,5.242203581734911e-32,0.0,0.26450324513230156,0.02410690574447955,0.10197922013736792,0.02697383466239517,0.23350799408840522,0.02312279231835061,0.3083284871746665,0.07199716656046895
0.0,0.0,1249.5169447873284,76.0,1057.0,8.0,119.0,30.0,42.27966753157628,71.0,271.0,0.0,4.6243591935073e-34,4.6243591935073e-34,0.0,0.2038775170577467,0.022019639239350207,0.2974057956528346,0.060634355176283516,0.2317613865376864,0.023062383692392312,0.3083284871746665,0.07145863769666796
0.0,0.0,1382.0421838491184,89.0,1151.0,10.0,146.0,33.0,41.8719120135723,73.0,302.0,0.0,3.874249062106868e-40,3.874249062106868e-40,0.0,0.19181228157763353,0.02151938799140426,0.3302637272203867,0.06334863904047557,0.22679027273948676,0.02288739965274982,0.3083284871746665,0.06992590169969597
0.0,1.0,1230.117225507335,75.0,967.0,12.0,179.0,31.0,40.01464446653979,51.0,265.0,0.0,2.4478622672025195e-49,2.4478622672025195e-49,0.0,0.2053586287235813,0.022078911102479643,0.3571628330994832,0.0733464696363392,0.2469434367862421,0.02356937846090237,0.3083284871746665,0.0761396962820149
0.0,1.0,371.4570176244384,34.0,307.0,3.0,32.0,19.0,42.7,18.0,102.0,0.0,5.0711713268210775e-30,5.0711713268210775e-30,0.0,0.2893326676651689,0.02478377735306744,0.09615941402683116,0.027822059781502522,0.2519145505844418,0.023726726131968016,0.3083284871746665,0.07767243227898693
0.0,0.0,371.4569508567919,34.0,307.0,3.0,32.0,19.0,42.7,18.0,102.0,0.0,2.550805648279717e-24,2.550805648279717e-24,0.0,0.27172574471625893,0.024313554779586632,0.09615940149387527,0.026128984982392998,0.24371893053876126,0.023465068900123554,0.3083284871746665,0.07514548914884388
0.0,0.0,371.4568840881708,34.0,307.0,3.0,32.0,19.0,42.7,18.0,102.0,0.0,1.8087022150059408e-22,1.8087022150059408e-22,0.0,0.24208686969545684,0.023411590545399444,0.09615938896073768,0.023278925465332855,0.2317613865376864,0.023062383692392312,0.3083284871746665,0.07145863769666796
0.0,1.0,1220.2877712461363,80.0,1022.0,8.0,123.0,31.0,42.0966085106241,65.0,271.0,0.0,1.7058819004469e-24,1.7058819004469e-24,0.0,0.19668830088201034,0.021725355781791505,0.29837226001317535,0.05868633285231686,0.22773075372833534,0.022920854224287388,0.3083284871746665,0.07021587878020417
0.0,0.0,1190.574694847497,71.0,917.0,13.0,189.0,31.0,39.39864279409853,45.0,255.0,0.0,1.4305241182034102e-30,1.4305241182034102e-30,0.0,0.181527708437344,0.021067307796948914,0.3674159853059002,0.06669618185582891,0.22074432352546014,0.02266837281106705,0.3083284871746665,0.06806176332500026
0.0,0.0,912.6349184382462,53.0,691.0,10.0,155.0,24.0,38.9,31.0,195.0,0.0,2.5291770990055098e-39,2.5291770990055098e-39,0.0,0.22745881178232652,0.022911197640985526,0.33147160018944627,0.07539613631867785,0.2591696896412737,0.023948982286819246,0.3083284871746665,0.07990939832862175
0.0,0.0,390.1465677768499,33.0,323.0,3.0,32.0,21.0,43.21355747573514,18.0,97.0,0.0,2.308850926938351e-16,2.308850926938351e-16,0.0,0.28563820935263773,0.024688962873082306,0.10985312569592928,0.031378250115575476,0.26844014510278114,0.024220564008714102,0.3083284871746665,0.08276774383648847
0.0,0.0,371.42667037593054,34.0,307.0,3.0,32.0,19.0,42.7,18.0,102.0,0.0,1.940975710868542e-22,1.940975710868542e-22,0.0,0.2533033782659344,0.023769944694963987,0.09615371747239189,0.02435606146858507,0.23162703211070806,0.023057713949404833,0.3083284871746665,0.07141721239945252
